page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg
73,3,SFF-213021,"Cơm, cháo, xôi",Cháo lươn cay,Spicy eel porridge,174.1,7.1,3.1,29.5,300.4,,,30.0,1.2,0.9,12.5,26.5,10.9,
73,4,SFF-213027,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan trộn,Vermicelli mixed with goose,802.7,40.1,43.0,63.9,60.7,,,243.6,8.9,3.4,4277.3,2.5,71.5,
73,5,SFF-211074,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến gà trộn,Vermicelli mixed with chicken,452.3,18.2,12.7,66.3,37.0,,,132.5,9.4,1.8,1230.0,47.0,48.5,
73,6,SFF-211092,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ trộn,"Wheat noodle mixed with wonton, meat and vegetables",703.5,23.6,22.0,102.8,126.0,,,67.7,3.6,1.9,3298.8,49.4,55.7,
73,7,SFF-211101,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ thập cẩm,Wheat noodle soup with wonton and pork,613.0,27.4,21.7,77.0,1103.1,,,163.1,6.7,3.2,639.2,84.3,43.9,
73,8,SFF-211102,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ chờ,Wheat noodle soup with wonton,645.0,26.1,20.5,89.0,1221.1,,,131.4,6.0,2.4,895.0,98.5,51.1,
73,9,SFF-211112,"Bánh đa, bún, phở",Phở xào mềm,Stir-fried Pho,728.6,27.3,18.3,113.7,289.2,,,255.6,7.7,3.5,739.8,36.7,66.0,
73,10,SFF-211061,"Bánh đa, bún, phở",Phở trộn,Pho mixed with beef and vegetables,490.2,42.2,8.5,61.3,53.8,,,135.9,4.3,6.1,1110.4,52.8,111.2,
73,11,SFF-213074,"Bánh đa, bún, phở",Phở trâu,Pho with buffalo,466.7,43.4,10.7,49.3,124.9,,,85.5,3.1,2.3,678.1,274.3,48.5,
73,12,SFF-213029,"Bánh đa, bún, phở",Phở gà chặt,Pho with chicken with bones,414.7,17.9,13.5,55.4,54.5,,,78.9,1.5,0.7,786.6,5.4,8.9,
73,13,SFF-211070,"Bánh đa, bún, phở",Bún tôm,Rice vermicelli soup with shrimp,286.8,13.9,4.0,48.8,37.2,,,141.9,2.9,0.6,1746.5,71.7,28.8,
73,14,SFF-211010,"Bánh đa, bún, phở",Bún ngâm,Soft rice vermicelli soup,485.5,21.9,9.7,77.7,100.4,,,219.8,3.4,1.7,913.5,39.0,30.0,
73,15,SFF-211046,"Bánh đa, bún, phở",Bún gà,Rice vermicelli soup with chicken,443.0,23.4,15.3,53.0,108.6,,,144.0,9.0,1.3,523.3,3.6,24.4,
74,1,SFF-213048,"Bánh đa, bún, phở",Bún cua thập cẩm,Rice vermicelli soup with crab and mixed seafood,595.3,24.2,6.9,109.1,351.3,,,601.3,35.3,5.3,2227.0,87.0,143.6,
74,2,SFF-213020,"Bánh đa, bún, phở",Bún cá chấm,Rice vermicelli soup with fried fish and broth,670.4,34.7,16.0,97.0,157.9,,,282.8,3.9,1.4,1289.7,4.0,56.2,
74,3,SFF-211104,"Bánh đa, bún, phở",Bún cá cay Cảng,Rice vermicelli soup with spicy fried fish (Cang style),451.0,20.0,14.5,60.1,121.5,,,137.4,2.8,0.8,923.3,20.1,26.6,
74,4,SFF-213030,"Bánh đa, bún, phở",Bún cá cay,Rice vermicelli soup with spicy fried fish,548.8,24.3,15.5,78.1,31.1,,,150.5,5.7,0.4,2041.7,9.6,16.6,
74,5,SFF-211001,"Bánh đa, bún, phở",Bún bò nhừ,Rice vermicelli soup with Beef stew,803.3,60.9,19.8,95.1,79.0,,,156.7,6.7,5.8,2373.9,63.5,47.7,
74,6,SFF-213019,"Bánh đa, bún, phở",Bún mắm,Rice vermicelli in fermented fish soup,471.8,22.5,16.1,59.3,40.3,,,119.4,2.2,1.1,850.7,126.1,32.9,
74,7,SFF-213069,"Bánh đa, bún, phở",Bánh đa ngan,Thick rice noodle soup with goose Hai Phong style,534.1,23.2,24.2,55.8,21.5,,,125.7,8.3,1.8,1727.7,5.7,28.2,
74,8,SFF-211055,"Bánh đa, bún, phở",Bánh đa bò nhừ,Thick rice noodle soup with Beef stew Hai Phong style,545.6,51.5,5.9,71.5,146.3,,,192.7,6.5,7.6,2755.9,82.5,72.0,
74,9,SFF-122012,Các món khác,Trứng ngải cứu,Mugwort fried eggs,269.8,16.9,16.9,6.4,199.2,,,73.5,1.5,,2208.8,491.4,31.0,
74,10,SFF-122009,Các món khác,Quả cóc dầm,Pickled ambarella with chilli powder,217.0,6.3,,48.0,,,,131.6,5.6,,2468.0,,,
74,11,SFF-121080,Các món khác,Quẩy đường (5 cái),Wheat fritters twisted fried,267.5,6.7,9.1,39.7,,,,,,,,,,
74,12,SFF-123024,Các món khác,Pho mai que chiên 2 cái,Deep fried cheese sticks (2 pieces),341.8,14.4,25.1,14.6,136.7,,,370.6,0.6,2.0,298.9,50.4,48.0,
74,13,SFF-123051,Các món khác,Ngô nướng,Grilled Corn on the,400.6,8.2,4.6,81.6,40.0,,,40.0,3.0,2.8,6.0,,78.0,
74,14,SFF-121084,Các món khác,Mực viên chiên đường phố (5 cái),Fried squid balls on the street (5 pieces),146.9,5.6,9.8,9.1,6.9,,,2.7,0.7,0.3,7.5,,3.6,15.5
74,15,SFF-122070,Các món khác,Kẹo bông gòn,Candy floss,99.3,,,24.8,,,,0.1,,,,,,
75,1,SFF-122016,Các món khác,Củ dong luộc,Boiled arrowroot,287.8,3.1,,68.8,,,,93.9,,,163.1,,102.8,
75,2,SFF-121083,Các món khác,Cá viên chiên đường phố (5 cái),Fried fish balls on the street (5 pieces),203.5,5.7,15.5,10.3,6.9,,,2.7,0.6,0.6,7.5,,3.6,21.0
75,3,SFF-121077,Các món khác,Bỏng ngô,Popcorn,262.2,5.9,1.1,57.3,,,,2.0,0.4,,235.3,,227.1,
75,4,SFF-121078,Các món khác,Bánh bỏng ngô mật,Molasses popcorn,195.0,2.9,0.5,44.7,,,,1.4,0.3,,115.2,,111.2,
75,5,SFF-121079,Các món khác,Bánh bỏng gạo,Poprice cake,398.9,6.0,0.7,92.2,,,,22.3,1.0,2.4,3.7,,10.4,
75,6,SFF-121028,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls and jelly,236.9,6.6,6.9,37.1,,,,241.2,6.9,1.3,67.4,,147.5,
75,7,SFF-122021,"Chè, các loại giải khát",Nước mía chanh leo,Nước mía chanh leo,256.3,0.3,0.1,63.7,7.3,,,1.4,0.2,,3.2,,3.3,
75,8,SFF-123029,"Chè, các loại giải khát",Nước chanh leo,Passion fruit juice,66.0,0.5,0.2,15.6,15.4,,,3.3,0.4,,6.7,,7.0,
75,9,SFF-122060,"Chè, các loại giải khát",Hoa quả dầm,Mixed fruit with condensed milk,257.8,5.5,5.1,47.5,155.8,,,282.9,2.6,1.0,76.8,12.6,40.0,
75,10,SFF-121003,"Chè, các loại giải khát",Chè thập cẩm,Mixed bean dessert soup,593.2,20.7,16.8,89.8,13.1,,,122.4,12.0,2.0,9.5,,196.8,
75,11,SFF-121002,"Chè, các loại giải khát",Chè đỗ xanh trân châu,Mung bean dessert soup with tapioca pearls,388.7,10.3,10.6,63.0,0.6,,,72.6,4.2,1.0,13.8,,111.4,
75,12,SFF-123014,"Chè, các loại giải khát",Chè đỗ đỏ,Red bean dessert soup,311.5,8.0,5.5,57.5,,,,84.3,7.1,2.7,13.6,,16.0,
75,13,SFF-121001,"Chè, các loại giải khát",Chè đỗ đen,Black bean dessert soup,386.8,7.7,8.5,70.0,0.1,,,130.2,6.3,1.7,12.3,,63.6,
75,14,SFF-123015,"Chè, các loại giải khát",Chè bưởi,Pomelo dessert soup,204.7,3.4,4.5,37.7,0.3,,,84.4,4.1,0.6,50.9,,47.6,
75,15,SFF-122069,Các loại bánh,Bò bía,Sweet popiah,184.5,2.1,10.0,21.6,,,,29.6,7.8,1.4,2.0,1.3,47.0,
76,1,SFF-121051,Các loại bánh,Bánh tráng nướng,Grilled girdle cake,314.0,13.0,20.2,19.7,59.2,,,83.4,2.1,0.6,123.3,131.5,18.8,
76,2,SFF-121020,Các loại bánh,Bánh ngô,Sweet corn fritters,458.7,6.7,21.6,59.4,11.2,,,26.3,1.7,1.8,3.3,,91.4,
76,3,SFF-122050,Các loại bánh,Bánh khoai,Sweet potato fritters,162.6,4.7,1.8,31.8,,,,5.4,1.2,0.7,,,,
76,4,SFF-122057,Các loại bánh,Bánh crepe xúc xích,Sausage crepes cake,346.5,11.7,22.8,23.5,109.9,,,145.8,0.8,1.5,425.8,104.2,48.3,
76,5,SFF-122058,Các loại bánh,Bánh crepe socola chuối,Banana chocolate crepe cake,309.1,7.4,14.8,36.7,100.8,,,81.1,1.4,1.2,219.6,88.5,87.0,
76,6,SFF-123048,Các loại bánh,Bánh crepe ngọt,Sweet crepes cake,284.5,8.5,13.6,32.2,97.1,,,181.9,0.5,1.1,271.1,76.0,46.1,
76,7,SFF-123047,Các loại bánh,Bánh crepe mặn,Crepes cake with sausage and cheese,299.8,10.0,20.5,18.9,93.4,,,129.8,0.6,1.3,371.3,85.5,39.0,
76,8,SFF-122059,Các loại bánh,Bánh crepe dăm bông phô mai,Crepes cake with ham and cheese,350.4,10.3,23.8,23.7,105.4,,,145.8,0.8,1.0,394.0,91.5,45.8,
76,9,SFF-122031,Các loại bánh,Bánh gio mật mía,Alkaline sticky rice dumplings with molasses,432.5,3.4,0.6,103.3,,,,278.1,2.3,1.0,1.9,,1.0,
76,10,SFF-121008,"Cơm, cháo, xôi",Cháo ruốc thịt lợn,Rice congee with dried shredded pork,223.6,7.7,4.3,38.6,,,,24.8,0.5,0.6,90.2,2.7,9.0,
76,11,SFF-121057,"Cơm, cháo, xôi",Cháo lòng lợn,Rice congee with hog intestines,517.0,28.0,11.9,74.6,1535.0,,,148.0,15.5,4.1,781.9,243.0,51.7,
76,12,SFF-121052,"Cơm, cháo, xôi","Cháo đậu đen, đậu phụ",Rice congee with black beans and fried tofu,307.1,15.2,10.4,38.2,0.7,,,53.4,3.2,1.3,8.1,,32.6,
76,13,SFF-122003,"Cơm, cháo, xôi",Xôi trắng thịt trứng,Sticky rice with braised meat and eggs,689.7,23.6,14.6,115.9,138.7,,,79.4,4.3,4.1,444.9,589.3,45.2,
76,14,SFF-121036,"Cơm, cháo, xôi",Xôi ngô,Sticky rice with maize seeds and mung bean paste,389.9,11.7,8.3,67.1,10.7,,,54.1,3.3,2.4,21.2,,79.7,
76,15,SFF-122002,"Cơm, cháo, xôi",Xôi lạc vừng ruốc,Sticky rice with dried shredded pork and roasted peanut mixed with sesame and salt,457.0,15.7,8.5,79.5,0.1,,,53.8,1.9,2.7,136.2,6.0,48.8,
77,1,SFF-121067,"Cơm, cháo, xôi","Cơm suất (trứng, thịt ba chỉ)",Set meal (egg and pork belly),793.8,29.1,36.8,86.6,82.3,,,145.3,3.9,3.6,717.6,201.7,41.0,
77,2,SFF-121065,"Cơm, cháo, xôi","Cơm suất (thịt, cá)",Set meal (amur carp and pig leg),599.2,27.3,11.5,96.7,51.8,,,200.7,4.1,4.2,407.5,51.8,51.9,
77,3,SFF-121033,"Cơm, cháo, xôi",Cơm gà,Economy rice with chicken,1140.4,51.8,56.5,106.2,148.2,,,209.5,7.0,5.9,561.4,348.2,65.1,
77,4,SFF-121064,"Cơm, cháo, xôi",Cơm bụi,Low-price rice,770.9,40.2,23.7,99.3,13.8,,,141.7,3.9,4.1,348.3,54.3,44.2,
77,5,SFF-123007,"Cơm, cháo, xôi","Cơm bình dân (cá, thịt, tôm, đậu)","Set meal (scad fish, pork belly, shrimp and tofu)",845.5,40.8,30.1,102.8,115.2,,,189.0,7.3,3.9,1253.4,29.6,116.2,
77,6,SFF-123005,"Cơm, cháo, xôi","Cơm bình dân (thịt gà, tôm, thịt lợn ba chỉ)","Set meal (chicken, shrimp and pork belly)",558.9,25.1,13.7,83.8,116.2,,,141.1,4.1,3.2,1271.5,15.0,41.9,
77,7,SFF-123004,"Cơm, cháo, xôi","Cơm bình dân (cá nục, thịt ba chỉ)",Set meal (scad fish and pork belly),637.8,22.0,15.5,102.8,156.2,,,171.4,8.5,3.6,602.7,29.6,93.4,
77,8,SFF-113107,Các món khác,Trứng chén nướng,Grilled eggs,154.9,6.0,13.8,1.7,168.0,,,30.0,1.2,0.6,98.3,233.5,8.5,
77,9,SFF-112007,Các món khác,"Set cánh, đùi gà tẩm bột chiên",Set of deep fried chicken wings and drumsticks,685.9,21.1,43.1,53.4,11.2,,,51.6,2.3,1.4,90.2,89.0,42.4,
77,10,SFF-112026,Các món khác,"Set cánh, đùi gà chiên mắm",Set of fish sauce glazed chicken wings and drumsticks,694.4,35.9,52.5,19.7,47.3,,,100.9,4.5,3.0,174.6,135.0,63.5,
77,11,SFF-112005,Các món khác,Phô mai chiên (2 viên),Deep fried cheesecake (2 pieces),210.0,6.2,15.7,11.0,51.3,,,141.2,0.6,1.9,112.4,18.9,31.0,
77,12,SFF-111021,Các món khác,Nộm bò khô,Salad with dried beef and green papaya,416.5,32.8,20.4,25.3,60.2,,,234.5,5.3,1.5,1926.6,71.7,161.1,
77,13,SFF-112043,Các món khác,Nem nướng cuốn,Vietnamese grilled pork sausage rolls,641.2,26.2,12.5,106.0,184.5,,,155.1,3.5,2.9,888.5,17.2,63.3,
77,14,SFF-111032,Các món khác,Cốm làng vòng,Vong village green rice,2992.0,61.0,8.0,669.0,,,,240.0,10.0,,,,,
77,15,SFF-112052,Các món khác,Chả rươi,Sandworm omelet,423.1,49.4,16.1,20.2,148.8,,,208.2,5.4,5.1,2066.9,97.0,76.3,
78,1,SFF-111017,Các món khác,Chả cá lã vọng,Rice vermicelli with fried fish-paste (La Vong style),666.1,39.9,17.5,87.3,151.7,,,499.2,3.1,1.7,1771.0,65.0,233.9,
78,2,SFF-113069,Các món khác,Cánh gà tẩm bột chiên,Deep fried chicken wings,335.8,14.4,27.7,7.2,9.9,,,17.7,1.0,0.8,93.4,6.6,11.0,
78,3,SFF-112030,Các món khác,Cánh gà nướng (5 cái),BBQ chicken wings (5 pieces),731.1,82.2,39.8,11.1,56.8,,,124.1,5.6,6.2,511.6,187.0,35.8,
78,4,SFF-113040,"Chè, các loại giải khát",Tào phớ thập cẩm,Tofu with tapioca pearls,356.3,13.2,2.1,71.2,,,,527.3,2.9,0.5,166.1,,234.1,
78,5,SFF-112042,"Chè, các loại giải khát",Sữa tươi trân châu,Bubble milk,424.5,9.2,9.9,74.7,116.6,,,281.8,1.0,0.9,855.0,94.5,36.0,
78,6,SFF-112040,"Chè, các loại giải khát",Sữa chua đậu xanh rau má,Mungbean-greenwort yogurt smoothie,291.1,14.2,6.2,44.6,143.0,,,482.8,4.7,1.3,80.8,20.3,111.0,
78,7,SFF-112039,"Chè, các loại giải khát",Sữa chua trân châu,Yogurt with tapioca pearls,271.4,6.7,6.7,44.1,52.6,,,276.4,1.6,1.1,95.9,25.9,23.1,
78,8,SFF-113031,"Chè, các loại giải khát",Sữa chua thạch lá nếp,Yogurt with pandan leaf jelly,395.8,8.6,6.8,74.9,60.7,,,351.9,2.3,1.8,98.4,23.2,103.2,
78,9,SFF-112046,"Chè, các loại giải khát","Sữa chua nếp cẩm, mít, caramen",Black sticky rice yogurt with jackfruit and caramel,566.3,12.3,8.7,109.7,30.3,,,246.2,4.0,1.1,49.6,12.3,32.8,
78,10,SFF-112041,"Chè, các loại giải khát",Sữa chua nếp cẩm,Black sticky rice yogurt,437.4,11.2,8.8,78.3,52.6,,,296.2,3.2,1.1,101.0,25.9,25.3,
78,11,SFF-112044,"Chè, các loại giải khát",Nha đam trộn mít caramen,Caramel with aloe vera and jackfruit,401.1,8.3,5.8,79.0,18.0,,,277.6,3.1,1.5,37.5,6.1,97.9,
78,12,SFF-113025,"Chè, các loại giải khát",Hoa quả dầm,Mixed fresh fruit,233.2,3.6,3.4,47.1,54.6,,,158.8,2.7,0.8,27.5,3.4,47.2,
78,13,SFF-113097,"Chè, các loại giải khát",Chè thập cẩm (không có xôi),Almond panna cotta dessert soup,287.1,4.8,0.5,65.9,0.3,,,79.7,2.6,0.6,4.8,,63.4,
78,14,SFF-113054,"Chè, các loại giải khát",Chè thập cẩm (có xôi),Mixed bean dessert soup,458.7,4.6,2.7,103.9,1.8,,,302.8,3.7,0.6,28.3,,65.4,
78,15,SFF-111036,"Chè, các loại giải khát",Chè khúc bạch,Almond panna cotta dessert soup,145.5,3.4,2.1,28.2,,,,130.6,1.4,0.9,11.9,,99.2,
79,1,SFF-113055,"Chè, các loại giải khát",Chè kem dừa,Coconut ice cream dessert soup,385.5,5.5,10.8,66.5,57.6,,,258.9,4.7,1.0,53.8,,70.5,
79,2,SFF-112058,"Chè, các loại giải khát",Caramen thập cẩm (không xôi),Caramel mixed with tapioca pearls,299.2,5.6,4.6,58.8,,,,292.4,2.3,0.7,20.9,,42.2,
79,3,SFF-111009,"Chè, các loại giải khát",Caramen thập cẩm (có xôi),"Caramel mixed with black sticky rice, tapioca pearls and fruit",522.9,12.6,7.2,102.0,12.7,,,243.2,5.0,0.9,15.3,,30.8,
79,4,SFF-112045,"Chè, các loại giải khát",Caramen matcha trộn,Caramel mixed with match jelly,390.2,8.3,5.8,76.2,13.3,,,281.3,3.1,1.3,37.9,6.1,94.5,
79,5,SFF-112059,"Chè, các loại giải khát",Caramen hoa quả tươi,Caramel with mixed fruit,251.5,5.8,6.9,41.5,22.6,,,233.4,2.5,1.1,26.6,,36.9,
79,6,SFF-111007,"Chè, các loại giải khát",Caramen,Caramel,111.9,5.2,4.1,13.5,,,,83.5,0.9,0.5,,,,
79,7,SFF-113060,"Chè, các loại giải khát",Cà phê trứng,Egg coffee,228.8,8.7,17.7,8.7,544.8,,,116.5,3.9,2.2,78.7,1105.1,11.9,
79,8,SFF-112036,"Burger, pizza",Pizza thịt xông khói (cỡ L),Bacon pizza (L size),2027.2,100.8,82.4,220.6,399.3,,,1187.5,10.2,11.5,1072.4,209.3,550.6,
79,9,SFF-112034,"Burger, pizza",Pizza thập cẩm (cỡ L),Mixed pizza (L size),1890.9,98.5,68.5,220.1,440.1,,,1180.1,9.6,15.0,1080.5,197.4,552.6,
79,10,SFF-113100,"Burger, pizza",Pizza hải sản (cỡ M),Seafood pizza (M size),935.9,51.9,30.1,114.4,280.7,,,796.8,6.3,7.0,959.9,210.3,304.8,
79,11,SFF-112033,"Burger, pizza",Pizza hải sản (cỡ L),Seafood pizza (L size),1751.7,113.2,47.6,217.6,432.3,,,1246.4,13.8,14.0,1285.7,657.8,629.6,
79,12,SFF-113102,"Burger, pizza",Pizza gà phô mai (cỡ S),Cheesy Chicken Pizza (S size),638.1,28.0,28.5,67.4,155.0,,,374.2,3.9,4.0,340.4,65.3,176.7,
79,13,SFF-112035,"Burger, pizza",Pizza gà nướng nấm (cỡ L),BBQ chicken mushroom pizza (L size),1728.6,85.8,56.2,219.9,635.7,,,1166.3,9.3,13.0,1147.5,205.5,574.2,
79,14,SFF-113101,"Burger, pizza",Pizza bò (cỡ M),Premium beed pizza (M size),1111.9,51.0,45.1,125.5,276.7,,,752.2,7.6,8.0,845.0,123.0,319.5,
79,15,SFF-113073,"Burger, pizza",Hamburger lợn,Pork hamburger,282.5,18.4,9.9,30.1,43.2,,,210.9,2.5,2.0,387.2,15.8,18.0,
80,1,SFF-113071,"Burger, pizza",Hamburger Gà,Chicken Humburger,451.7,29.3,19.6,39.4,70.6,,,242.6,3.6,2.1,434.9,15.8,34.3,
80,2,SFF-113072,"Burger, pizza",Hamburger Bò,Beef Hamburger,308.9,18.0,11.5,33.2,77.2,,,230.9,4.1,1.2,418.9,15.8,26.2,
80,3,SFF-112009,"Burger, pizza",Burger Tôm,Shrimp burger,537.4,20.8,28.1,50.2,23.4,,,157.5,4.0,1.8,421.0,109.0,89.4,
80,4,SFF-112006,"Burger, pizza",Burger gà,Chicken Burger,490.5,19.4,27.3,41.8,18.5,,,118.5,3.3,1.8,444.8,,26.4,
80,5,SFF-112008,"Burger, pizza",Burger cá,Fish Burger,305.7,22.1,7.1,38.4,12.9,,,141.0,3.8,0.7,427.5,,25.6,
80,6,SFF-112054,Các món khác,Bánh gà Hồng Mai,Hong Mai Chicken nugget,1603.0,81.5,129.0,29.0,53.5,,,91.4,6.1,7.9,236.0,189.0,48.2,
80,7,SFF-113098,Các loại bánh,Bánh trôi tàu,Glutinous rice balls filled with mung bean patse and black sesame patse in syrup,393.2,10.8,15.2,53.5,0.4,,,161.3,2.4,1.3,14.0,,77.0,
80,8,SFF-111024,Các loại bánh,Bánh tôm Hồ Tây,Ho Tay crispy prawn fritters,479.8,17.9,16.6,64.8,130.2,,,122.0,3.4,2.8,84.1,64.6,186.7,
80,9,SFF-113075,Các loại bánh,Bánh cuốn Thanh Trì,Rice pancake rolled with pork (Thanh Tri style),518.5,31.6,17.9,57.7,29.8,,,109.5,6.4,3.8,17.3,,42.7,
80,10,SFF-113027,Các loại bánh,Bánh mỳ Pate thập cẩm,Banh my with Pate and mixed,662.1,26.2,42.5,43.6,601.3,,,51.6,4.2,2.5,458.8,71.5,64.3,
80,11,SFF-111016,Các loại bánh,Bánh mỳ pa tê trứng,Banh my with Pate and fried egg,426.5,23.5,18.4,41.7,513.7,,,52.1,3.5,0.2,235.0,56.9,52.3,
80,12,SFF-112010,Các loại bánh,Bánh mỳ chảo lợn,Banh my with pork served in frying pan,726.2,35.7,39.7,56.5,629.1,,,84.9,6.5,1.5,415.4,130.3,79.5,
80,13,SFF-112011,Các loại bánh,Bánh mỳ chảo bò,Banh my with beef served in frying pan,686.5,37.4,34.9,55.7,615.4,,,87.8,8.0,2.3,693.1,125.5,97.1,
80,14,SFF-111004,Các loại bánh,Bánh mỳ bít tết,Banh my with steak,920.0,44.5,34.0,109.0,649.3,,,135.7,10.8,2.8,3308.3,296.6,143.4,
80,15,SFF-111031,Các loại bánh,Bánh mì chảo,Banh my with bacon and sausage served in frying pan,708.4,38.3,26.9,78.4,1136.6,,,81.6,6.5,3.5,634.2,113.1,41.0,
81,1,SFF-112024,"Cơm, cháo, xôi",Xôi xíu,Sticky rice with Char siu,1022.0,36.7,46.4,114.4,560.1,,,104.9,7.3,6.0,462.3,534.3,137.2,
81,2,SFF-113059,"Cơm, cháo, xôi",Xôi xéo thịt,Sticky rice with braised pork belly and mung bean paste,676.1,23.2,14.8,112.6,7.3,,,56.1,3.6,4.1,608.2,31.8,92.4,
81,3,SFF-112049,"Cơm, cháo, xôi",Xôi thập cẩm,Sticky rice with mixed meat and vegetables,1227.1,56.9,50.8,135.5,876.9,,,143.0,15.3,7.4,144.9,177.1,161.4,
81,4,SFF-112001,"Cơm, cháo, xôi",Xôi cá rô đồng,Sticky rice with shredded Tilapia fish,572.6,23.6,5.0,108.3,8.9,,,51.4,2.7,3.3,18.2,,40.1,
81,5,SFF-111020,"Cơm, cháo, xôi",Cháo sườn sụn,Rice congee with pork cartilage,470.5,31.4,12.7,57.7,,,,69.8,4.3,3.2,183.9,46.0,21.4,
81,6,SFF-112004,"Cơm, cháo, xôi",Cơm rang thập cẩm,Fried rice with meat and vegetables,1088.2,33.6,55.6,113.5,122.9,,,168.4,9.2,4.1,348.3,6.2,52.4,
81,7,SFF-112003,"Cơm, cháo, xôi",Cơm rang dưa bò,Fried rice with beef and pickles,1022.3,48.1,44.7,107.0,11.5,,,236.5,9.5,6.7,308.3,35.3,35.2,
81,8,SFF-113067,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ vằn thắn,Wheat noodle with Wonton soup,579.6,35.6,22.8,58.0,1661.8,,,117.0,8.8,3.6,1069.0,334.0,45.7,
81,9,SFF-113062,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Mỳ tim cật,Wheat noodle soup with mixed pork organs,332.7,14.9,6.4,53.8,116.9,,,92.6,5.8,2.2,1953.5,154.9,11.8,
81,10,SFF-113051,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến riêu cua (trộn),Vermicelli mixed with fresh water crab paste,493.0,24.0,17.7,59.4,150.9,,,252.8,5.5,1.6,988.3,31.9,62.0,
81,11,SFF-113050,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến riêu cua (nước),Vermicelli soup with fresh water crab paste,461.2,22.5,17.6,53.2,188.0,,,289.5,5.7,1.5,991.0,41.0,41.6,
81,12,SFF-113004,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến ngan mọc,Vermicelli soup with muscovy duck and meatball,569.3,27.0,28.5,51.2,25.7,,,101.5,9.8,2.1,527.0,21.0,8.2,
81,13,SFF-113011,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn trộn,Vermicelli mixed with eel,308.8,8.5,6.1,54.9,421.8,,,75.7,1.9,0.8,21.6,27.0,34.2,
81,14,SFF-113010,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Miến lươn nước,Vermicelli soup with eel,338.2,8.9,7.0,59.9,386.7,,,104.8,2.5,1.1,1357.0,32.0,26.2,
81,15,SFF-112032,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu thịt bằm,Rice noodle soup with minced pork,530.9,31.7,18.5,59.5,129.7,,,176.4,3.8,3.3,2417.2,240.5,31.4,
82,1,SFF-112020,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu Nam Vang,Rice noodle soup with pork and shrimp (Nam Vang style),537.1,30.1,9.5,82.8,1116.1,,,161.1,6.0,4.0,766.0,229.0,51.8,
82,2,SFF-112031,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Hủ tiếu đại dương,Rice noodle soup with mixed seafood,572.1,47.4,18.9,53.1,128.5,,,248.7,5.2,2.7,1961.7,406.2,70.3,
82,3,SFF-112013,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh sườn heo,Thick rice noodle soup with pork-rib,487.6,20.6,12.7,72.8,841.8,,,158.5,9.5,2.8,1294.9,74.7,34.9,
82,4,SFF-112012,"Bánh canh, bánh đa, bún, cháo, súp, hoành thánh, hủ tiếu, miến, mỳ, phở, lẩu",Bánh canh ghẹ,Thick rice noodle soup with flower crab,590.0,21.6,18.1,85.2,125.2,,,282.1,11.1,2.7,1503.9,229.7,76.4,
82,5,SFF-112002,"Bánh đa, bún, phở",Phở Thìn,Pho Thin,873.0,42.0,41.4,83.1,70.9,,,132.6,4.3,4.0,3715.0,88.0,64.3,0.0
82,6,SFF-113049,"Bánh đa, bún, phở",Phở lõi bò,Pho with Beef heel muscle,461.8,19.9,11.4,69.9,32.8,,,78.6,2.4,1.3,727.0,35.0,23.0,0.0
